a,b
Supermarkets and Other Grocery Stores,0.222470864253529
Limited-Service Restaurants Fast casual restaurants,0.13636357095540194
Furniture and Home Furnishings Stores,0.12557660062137327
"Salons, Drycleaning/Laundry, & Pet Care",0.12263335068285969
General Merchandise Stores,0.10037383095578606
