a,b
Clothing and Clothing Accessories Stores,0.32124605991097077
"Salons, Drycleaning/Laundry, & Pet Care",0.18674042944264355
Limited-Service Restaurants Fast casual restaurants,0.12566590173662326
General Merchandise Stores,0.07939664365846053
Food and Beverage Stores,0.06237033333711048
