a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.26752785611486685
General Merchandise Stores,0.18272901019956408
"Arts, Entertainment and Recreation",0.1673772043903081
Limited-Service Restaurants Fast casual restaurants,0.13292603241101994
Food and Beverage Stores,0.049829071594517736
