a,b
Food and Beverage Stores,0.17939121415366838
General Merchandise Stores,0.173148075229018
Clothing and Clothing Accessories Stores,0.14130487843429645
"Salons, Drycleaning/Laundry, & Pet Care",0.1296838261680917
Furniture and Home Furnishings Stores,0.12215119853951877
