a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.21381622083100926
Supermarkets and Other Grocery Stores,0.19661603090145124
Limited-Service Restaurants Fast casual restaurants,0.12735033350143646
Furniture and Home Furnishings Stores,0.11098250043265821
General Merchandise Stores,0.0887087139033615
