a,b
General Merchandise Stores,0.2742248277759364
Limited-Service Restaurants Fast casual restaurants,0.17636251449254786
"Salons, Drycleaning/Laundry, & Pet Care",0.16308812102878695
Other Amusement and Recreation Industries,0.13958565064546438
Health and Personal Care Stores,0.045061955471615164
