a,b
Furniture and Home Furnishings Stores,0.21979471469105824
Snack and Nonalcoholic Beverage Bars,0.13885477821860193
Rental and Leasing Services,0.09573635892975957
"Salons, Drycleaning/Laundry, & Pet Care",0.09467969821445034
Finance and Insurance,0.06989867566124555
