a,b
General Merchandise Stores,0.14477923308189236
"Salons, Drycleaning/Laundry, & Pet Care",0.11992017147326993
Furniture and Home Furnishings Stores,0.11752748645575868
Unknown,0.11198480558664828
"Arts, Entertainment and Recreation",0.09728396462887759
