a,b
Furniture and Home Furnishings Stores,0.22523477634899933
Snack and Nonalcoholic Beverage Bars,0.1215593821470148
Rental and Leasing Services,0.09810589586888352
"Salons, Drycleaning/Laundry, & Pet Care",0.09702308211595058
Other Services,0.07750810272573164
