a,b
General Merchandise Stores,0.22236615962493222
"Salons, Drycleaning/Laundry, & Pet Care",0.1592756150198275
"Arts, Entertainment and Recreation",0.14067782461428266
Limited-Service Restaurants Fast casual restaurants,0.1256066469500731
Supermarkets and Other Grocery Stores,0.11760465493323531
