a,b
Gaming Industries,0.28536688073057087
Clothing and Clothing Accessories Stores,0.15675555783403888
Limited-Service Restaurants Fast-food restaurants,0.08692942968326185
Unknown,0.08463504240933409
Limited-Service Restaurants Fast casual restaurants,0.06469156362591993
