a,b
Furniture and Home Furnishings Stores,0.2303343408043126
Snack and Nonalcoholic Beverage Bars,0.12431162100841614
Rental and Leasing Services,0.10032712186044361
"Salons, Drycleaning/Laundry, & Pet Care",0.09921979200650848
Supermarkets and Other Grocery Stores,0.06235075431756726
