a,b
General Merchandise Stores,0.2252896473508623
"Salons, Drycleaning/Laundry, & Pet Care",0.1594183292273458
"Arts, Entertainment and Recreation",0.14252734116960786
Supermarkets and Other Grocery Stores,0.11915082439440455
Limited-Service Restaurants Fast casual restaurants,0.11647286401618105
