a,b
Furniture and Home Furnishings Stores,0.15404940340032974
Snack and Nonalcoholic Beverage Bars,0.12807981504257843
Finance and Insurance,0.11584192760289808
General Merchandise Stores,0.10390104322329682
Supermarkets and Other Grocery Stores,0.07638911607714467
