a,b
Gaming Industries,0.31608865344882714
Limited-Service Restaurants Fast-food restaurants,0.12316640922030958
Unknown,0.08587290709610756
"Arts, Entertainment and Recreation",0.08251014690333484
Limited-Service Restaurants Fast casual restaurants,0.07246511107399811
