a,b
Food and Beverage Stores,0.1585142390265545
"Salons, Drycleaning/Laundry, & Pet Care",0.14230366843085976
Limited-Service Restaurants Fast-food restaurants,0.11510242567852126
General Merchandise Stores,0.10263342364838647
Limited-Service Restaurants Fast casual restaurants,0.0841260286809503
